Authors,Title,Abstract
Morteza Rakhshaninejad- Mohammad Fathian- Reza Shirkoohi- F. Barzinpour- Amir H. Gandomi,Refining breast cancer biomarker discovery and drug targeting through an advanced data-driven approach,Objectives: The research aims to enhance breast cancer detection accuracy and effectiveness using deep transfer learning and pre-trained neural networks. It analyses breast ultrasound images and identifies important characteristics using pre-trained networks. The goal is to create a more efficient and accurate automated system for breast cancer detection. Methods: The study uses breast ultrasound cancer image data from the Kaggle Data Repository to extract informative features- identify cancer-related characteristics- and classify them into benign- malignant- and normal tissue. Pre-trained Deep Neural Networks (DNNs) extract these features and feed them into a 10-fold cross-validation SVM classifier. The SVM is evaluated using various kernel functions to identify the best kernel for separating data points. This methodology aims to achieve accurate classification of breast cancer in ultrasound images. Findings: The study confirms the effectiveness of deep transfer learning for breast cancer detection in ultrasound images- with Inception V3 outperforming VGG-16 and VGG-19 in extracting relevant features. The combination of Inception V3 and the SVM classifier with a polynomial kernel achieved the highest classification accuracy- indicating its ability to model complex relationships. The study demonstrated an AUC of 0.944 and a classification accuracy of 87.44% using the Inception V3 + SVM polynomial. Novelty: This research demonstrates the potential of deep transfer learning and SVM classifiers for accurate breast cancer detection in ultrasound images. It integrates Inception V3- VGG-16- and VGG-19 for breast cancer detection- demonstrating improved classification accuracy. The combination of Inception V3 and SVM (polynomial) achieved a significant AUC (0.944) and classification accuracy (87.44%)- outperforming other models tested. This research underscores the potential of these technologies for accurate breast cancer detection in ultrasound images. Keywords: Breast Cancer- Deep Learning- Feature Extraction- Inception-v3- SVM- Transfer Learning
Xiu-Ying Tang- Yu-Xian Wei- Ling-Na Kong- Fang Lu,Relationship between social support and self-care ability among patients with breast cancer during rehabilitation: The multiple mediating roles of resilience and depression,In this research- we present a Convolutional Neural Network (CNN) model designed to improve the detection and classification of breast cancer from mammographic images. By categorizing images as normal- benign- or malignant- our simplified CNN model aims to increase the precision and speed of breast cancer screenings. The effectiveness of the model was validated using established MIAS and DDSM datasets- where it achieved impressive precision rates of 94.23% and 95.53%- respectively. Moreover- the modelâ€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬â€¢s performance further improved- reaching an accuracy of 96.67%- when assessed on a combined dataset. These results demonstrate the considerable potential of leveraging CNN-based deep learning techniques to enhance early detection practices in breast cancer care- offering new prospects for clinical application and advancements in medical imaging technologies.
Desh Deepak Singh- Shafiul Haque- Youngsun Kim- Ihn Han- Dharmendra Kumar Yadav,Remodeling of tumour microenvironment: strategies to overcome therapeutic resistance and innovate immunoengineering in triple-negative breast cancer,Breast cancer ranks as the most prevalent cancer among women globally. Histopathological image analysis stands as one of the most reliable methods for tumor detection. This study aims to utilize deep learning to extract histopathological features and automatically identify tumor information- thereby assisting doctors in high-precision pathological diagnosis. This study proposes a dual-stream global-local network (DSGLNet) for breast cancer histopathological image classification. The proposed DSGLNet employs a dual-stream feature extraction architecture that leverages a convolutional network to extract local image features and employs graph convolutional mapping to construct a global feature interaction space for capturing global information. By deeply integrating both local and global features- the network achieves precise image classification. Additionally- image preprocessing through feature engineering normalizes image colors and enhances the details of tissue cell boundaries. The proposed DSGLNet model was thoroughly evaluated on the publicly available BreakHis dataset- encompassing different magnification levels for the identification of tumor nature and tumor types. The 40 magnification histopathological images achieved the best diagnostic results- with the identification of tumor nature reaching 0.966 accuracy and 0.973 precision- outperforming other advanced methods.
Faten Essam Hussain Aldoghachi- Amjad Oraibi- Noor Hamid Mohsen- Sara Salah Hassan,Repurposing Phytochemicals against Breast Cancer (MCF-7) using Classical Structure-Based Drug Design,Imaging features (radiomics) have potential for predicting Triple Negative Breast Cancer and other subtypes using magnetic resonance images (MRI). This work uses 244 images from the Duke-Breast-Cancer-MRI dataset to investigate the complex interplay between radiomics feature stability- with respect to segmentation variability- and prediction results of machine learning models. Our analysis reveals that features demonstrating high stability across different segmentations tend to enhance model performance- whereas unstable features sensitive to small segmentation changes degrade predictive accuracy. This exploration underscores the importance of feature stability in the development of reliable models for breast cancer subtype classification.
Zhidong Huang- Kaixin Lou- Mengyang Qi- Jinhui Wang- Linwei Li- Bo Sun- Chen Wang- Xirui Zhou- Debo Chen- Hong Liu,RERE-AS1 enhances the effect of CDK4/6 inhibitor Ribociclib and suppresses malignant phenotype in breast cancer via MEK/ERK pathway,Molecular profiling of estrogen receptor (ER)- progesterone receptor (PR)- and ERBB2 (also known as Her2) is essential for breast cancer diagnosis and treatment planning. Nevertheless- current methods rely on the qualitative interpretation of immunohistochemistry and fluorescence in situ hybridization (FISH)- which can be costly- time-consuming- and inconsistent. Here we explore the clinical utility of predicting receptor status from digitized hematoxylin and eosin-stained (H&E) slides using machine learning trained and evaluated on a multi-institutional dataset. We developed a deep learning system to predict ER- PR- and ERBB2 statuses from digitized H&E slides and evaluated its utility in three clinical applications: identifying hormone receptor-positive patients- serving as a second-read tool for quality assurance- and addressing intratumor heterogeneity. For development and validation- we collected 19-845 slides from 7-950 patients across six independent cohorts representative of diverse clinical settings. Here we show that the system identifies 30.5% of patients as hormone receptor-positive- achieving a specificity of 0.9982 and a positive predictive value of 0.9992- demonstrating its ability to determine eligibility for hormone therapy without immunohistochemistry. By restaining and reassessing samples flagged as potential false negatives- we discover 31 cases of misdiagnosed ER- PR- and ERBB2 statuses. These findings demonstrate the utility of the system in diverse clinical settings and its potential to improve breast cancer diagnosis. Given the substantial focus of current guidelines on reducing false negative diagnoses- this study supports the integration of H&E-based machine learning tools into workflows for quality assurance.
Rashed Al Amin- Roman Obermaisser,Resource-Efficient FPGA Implementation for Real-Time Breast Cancer Classification Using Custom CNNs,BACKGROUND This study evaluated the accuracy- clinical concordance- and readability of the chatbot interface generative pretrained transformer (ChatGPT) 3.5 as a source of breast cancer information for patients. METHODS Twenty questions that patients are likely to ask ChatGPT were identified by breast cancer advocates. These were posed to ChatGPT 3.5 in July 2023 and were repeated three times. Responses were graded in two domains: accuracy (4-point Likert scale- 4Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ worst) and clinical concordance (information is clinically similar to physician response; 5-point Likert scale- 5Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ not similar at all). The concordance of responses with repetition was estimated using intraclass correlation coefficient (ICC) of word counts. Response readability was calculated using the Flesch Kincaid readability scale. References were requested and verified. RESULTS The overall average accuracy was 1.88 (range 1.0-3.0; 95% confidence interval [CI]- 1.42-1.94)- and clinical concordance was 2.79 (range 1.0-5.0; 95% CI- 1.94-3.64). The average word count was 310 words per response (range- 146-441 words per response) with high concordance (ICC- 0.75; 95% CI- 0.59-0.91; pÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ <Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ .001). The average readability was poor at 37.9 (range- 18.0-60.5) with high concordance (ICC- 0.73; 95% CI- 0.57-0.90; pÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ <Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ .001). There was a weak correlation between ease of readability and better clinical concordance (-0.15; pÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ .025). Accuracy did not correlate with readability (0.05; pÂ¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ =Â¬Â¨Â¬Â®â€šÃ„Ã¶âˆšÃ‘â€šÃ„â€ .079). The average number of references was 1.97 (range- 1-4; total- 119). ChatGPT cited peer-reviewed articles only once and often referenced nonexistent websites (41%). CONCLUSIONS Because ChatGPT 3.5 responses were incorrect 24% of the time and did not provide real references 41% of the time- patients should be cautioned about using ChatGPT for medical information.
BioMed Research International,Retracted: Detection of Breast Cancer Using Histopathological Image Classification Dataset with Deep Learning Techniques,Of patients with early-stage breast cancer- 60% to 75% undergo breast-conserving surgery. Of those- 20% or more need a second surgery because of an incomplete tumor resection only discovered days after surgery. An intraoperative imaging technology allowing cancer detection on the margins of breast specimens could reduce re-excision procedure rates and improve patient survival. We aimed to develop an experimental protocol using hyperspectral line-scanning Raman spectroscopy to image fresh breast specimens from cancer patients. Our objective was to determine whether macroscopic specimen images could be produced to distinguish invasive breast cancer from normal tissue structures. A hyperspectral inelastic scattering imaging instrument was used to interrogate eight specimens from six patients undergoing breast cancer surgery. Machine learning models trained with a different system to distinguish cancer from normal breast structures were used to produce tissue maps with a field-of-view of 1â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶Â¬Â¢cm2 classifying each pixel as either cancer- adipose- or other normal tissues. The predictive model results were compared with spatially correlated histology maps of the specimens. A total of eight specimens from six patients were imaged. Four of the hyperspectral images were associated with specimens containing cancer cells that were correctly identified by the new ex vivo pathology technique. The images associated with the remaining four specimens had no histologically detectable cancer cells- and this was also correctly predicted by the instrument. We showed the potential of hyperspectral Raman imaging as an intraoperative breast cancer margin assessment technique that could help surgeons improve cosmesis and reduce the number of repeat procedures in breast cancer surgery.
Takafumi Morisaki- Makoto Kubo- Shinji Morisaki- Masayo Umebayashi- Hiroto Tanaka- Norihiro Koya- Shinichiro Nakagawa- Kenta Tsujimura- Sachiko Yoshimura- Kazuma Kiyotani- Yusuke Nakamura- Masafumi Nakamura- Takashi Morisaki,Retrospective Analysis of HLA Class II-Restricted Neoantigen Peptide-Pulsed Dendritic Cell Vaccine for Breast Cancer,The heterogeneity of breast cancer (BC) necessitates the identification of novel subtypes and prognostic models to enhance patient stratification and treatment strategies. This study aims to identify novel BC subtypes based on PANoptosis-related genes (PRGs) and construct a robust prognostic model to guide individualized treatment strategies. The transcriptome data along with clinical data of BC patients were sourced from the TCGA and GEO databases. Consensus clustering was performed on 12 PRGs to ascertain potential BC subtypes- and variances in survival- infiltration of immune cells- and functional pathways among them were examined. A prognostic model was generated through 101 combinations of machine learning algorithms and validated across multiple cohorts. The response of patients towards immunotherapy were analyzed using multiple frameworks. Consensus clustering of 12 PRGs identified two distinct BC subtypes- with subtype B exhibiting significantly lower overall survival (OS) rates compared to subtype A. Immune cell infiltration analysis revealed higher immune activity in subtype A. Functional pathway analysis revealed that subtype A exhibited a significant enrichment in immune-related pathways- while subtype B was associated with cell cycle and metabolic processes. An integrated machine learning framework integrating CoxBoost and Random Survival Forest (RSF) algorithms was developed- demonstrating high predictive performance across multiple cohorts. A nomogram combining age and risk score was constructed- showing excellent predictive performance. Immune landscape analysis revealed that the high-risk group exhibited a suppressive tumor immune microenvironment (TIME). Immunotherapy response prediction suggested that low-risk patients were more likely to benefit from PD-1 and CTLA-4 inhibitors. Our study provides a comprehensive framework for BC subtype classification and prognostic prediction- offering valuable insights for personalized treatment strategies.
Yanfeng Li- Wengxing Long- Hongda Zhou- Tao Tan- Hui Xie,Revolutionizing breast cancer Ki-67 diagnosis: ultrasound radiomics and fully connected neural networks (FCNN) combination method,High breast density found using mammographs (MGs) reduces positivity rates and is considered a risk factor for breast cancer. Research on the relationship between Volpara density grade (VDG) and compressed breast thickness (CBT) in the Japanese population is still lacking. Moreover- little attention has been paid to pseudo-dense breasts with CBT < 30 mm among high-density breasts. We investigated VDG- CBT- and apparent high breast density in patients with breast cancer. Women who underwent MG and breast cancer surgery at our institution were included. VDG and CBT were measured. VDG was divided into a non-dense group (NDG) and a dense group (DG). This study included 419 patients. VDG was negatively correlated with CBT. The DG included younger patients with lower body mass index (BMI) and thinner CBT. In the DG- patients with CBT < 30 mm had lower BMI and higher VDG; however- no significant difference was noted in the positivity rate of the two groups. Younger women tend to have higher breast density- resulting in thinner CBT- which may pose challenges in detecting breast cancer on MGs. However- there was no significant difference in the breast cancer detection rate between CBT < 30 mm and CBT â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘Â¬Â¢ 30 mm.
Qingmei Huang- Xuqian Zong- Changrong Yuan- Meimei Shang- Rong Yan- Yeping Zheng- Meie Niu- Yang Yang- Fulei Wu,Risk factors for self-reported high symptom cluster burdens in patients with breast cancer undergoing chemotherapy in China: A cross-sectional study,To develop machine learning models based on preoperative dynamic enhanced magnetic resonance imaging (DCE-MRI) radiomics and to explore their potential prognostic value in the differential diagnosis of human epidermal growth factor receptor 2 (HER2)-low from HER2-positive breast cancer (BC). A total of 233 patients with pathologically confirmed invasive breast cancer admitted to our hospital between January 2018 and December 2022 were included in this retrospective analysis. Of these- 103 cases were diagnosed as HER2-positive and 130 cases were HER2 low-expression BC. The Synthetic Minority Oversampling Technique is employed to address the class imbalance problem. Patients were randomly split into a training set (163 cases) and a validation set (70 cases) in a 7:3 ratio. Radiomics features from DCE-MRI second-phase imaging were extracted. Z-score normalization was used to standardize the radiomics features- and Pearson's correlation coefficient and recursive feature elimination were used to explore the significant features. Prediction models were constructed using 6 machine learning algorithms: logistic regression- random forest- support vector machine- AdaBoost- decision tree- and auto-encoder. Receiver operating characteristic curves were constructed- and predictive models were evaluated according to the area under the curve (AUC)- accuracy- sensitivity- and specificity. In the training set- the AUC- accuracy- sensitivity- and specificity of all models were 1.000. However- in the validation set- the auto-encoder model's AUC- accuracy- sensitivity- and specificity were 0.994- 0.976- 0.972- and 0.978- respectively. The remaining models' AUC- accuracy- sensitivity- and specificity were 1.000. The DeLong test showed no statistically significant differences between the machine learning models in the training and validation sets (Zâ€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶âˆšÂ±=â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶âˆšÂ±0- Pâ€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶âˆšÂ±=â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶âˆšÃ«â€šÃ Ã¶âˆšÂ±1). Our study investigated the feasibility of using DCE-MRI-based radiomics features to predict HER2-low BC. Certain radiomics features showed associations with HER2-low BC and may have predictive value. Machine learning prediction models developed using these radiomics features could be beneficial for distinguishing between HER2-low and HER2-positive BC. These noninvasive preoperative models have the potential to assist in clinical decision-making for HER2-low breast cancer- thereby advancing personalized clinical precision.
Arezou Ashari- Neda SoleimanvandiAzar- Marzieh Nojomi- Hadi Ranjbar- Kamran Mirzaei- Nahid Nafissi- Mahshid Roohravan Benis- Zahra Rampisheh,Risk perception regarding social determinants of health among women with breast cancer in Iran: a qualitative study,Early screening of breast cancer through image recognition technology can significantly increase the survival rate of patients. Therefore- breast cancer pathological image is of great significance for medical diagnosis and clinical research. In recent years- numerous deep learning models have been applied to breast cancer image classification- with deep CNN being a typical representative. Due to the use of multi-depth small convolutional kernels in mainstream CNN architectures such as VGG and Inception- the obtained image features often have high dimensionality. Although high dimensionality can bring more fine-grained features- it also increases the computational complexity of subsequent classifiers and may even lead to the curse of dimensionality and overfitting. To address these issues- a novel embedded kernel CNN principal component feature fusion (CNN-PCFF) algorithm is proposed. The constructed kernel function is embedded in the principal component analysis to form the multi-kernel principal component. Multi-kernel principal component analysis is used to fuse the high dimensional features obtained from the convolution base into some representative comprehensive variables- which are called kernel principal components- so as to achieve the purpose of dimensionality reduction. Any type of classifier can be added based on multi-kernel principal components. Through experimental analysis on two public breast cancer image datasets- the results show that the proposed algorithm can improve the performance of the current mainstream CNN architecture and subsequent classifiers. Therefore- the proposed algorithm in this paper is an effective tool for the classification of breast cancer pathological images.
Sicheng Zhou- Anne Blaes- Chetan Shenoy- Ju Sun- Rui Zhang,Risk prediction of heart diseases in patients with breast cancer: A deep learning approach with longitudinal electronic health records data,Breast cancer is a common disease that causes great health concerns to women worldwide. During the diagnosis and treatment of breast cancer- medical imaging plays an essential role- but its interpretation relies on radiologists or clinical doctors. Radiomics can extract high-throughput quantitative imaging features from images of various modalities via traditional machine learning or deep learning methods following a series of standard processes. Hopefully- radiomic models may aid various processes in clinical practice. In this review- we summarize the current utilization of radiomics for predicting clinicopathological indices and clinical outcomes. We also focus on radio-multi-omics studies that bridge the gap between phenotypic and microscopic scale information. Acknowledging the deficiencies that currently hinder the clinical adoption of radiomic models- we discuss the underlying causes of this situation and propose future directions for advancing radiomics in breast cancer research.
Muhammad Usman Tariq- Muhammad Afnan Siddiqui- Nasir Ud Din- Naila Kayani,Role of SOX10 Immunohistochemical Expression in Diagnosing Triple Negative Breast Cancer and Its Correlation With Clinicopathological Features,The objective of this study was to develop a deep learning-and-radiomics-based ultrasound nomogram for the evaluation of axillary lymph node (ALN) metastasis risk in breast cancer patients â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘Â¬Â¢ 75 years. The study enrolled breast cancer patients â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘Â¬Â¢ 75 years who underwent either sentinel lymph node biopsy or ALN dissection at Fudan University Shanghai Cancer Center. DenseNet-201 was employed as the base model- and it was trained using the Adam optimizer and cross-entropy loss function to extract deep learning (DL) features from ultrasound images. Additionally- radiomics features were extracted from ultrasound images utilizing the Pyradiomics tool- and a Rad-Score (RS) was calculated employing the Lasso regression algorithm. A stepwise multivariable logistic regression analysis was conducted in the training set to establish a prediction model for lymph node metastasis- which was subsequently validated in the validation set. Evaluation metrics included area under the curve (AUC)- accuracy- sensitivity- specificity- positive predictive value- negative predictive value- and F1-score. The calibration of the model's performance and its clinical prediction accuracy were assessed using calibration curves and decision curves respectively. Furthermore- integrated discrimination improvement and net reclassification improvement were utilized to quantify enhancements in RS. Histological grade- axillary ultrasound- and RS were identified as independent risk factors for predicting lymph node metastasis. The integration of the RS into the clinical prediction model significantly improved its predictive performance- with an AUC of 0.937 in the training set- surpassing both the clinical model and the RS model alone. In the validation set- the integrated model also outperformed other models with AUCs of 0.906- 0.744- and 0.890 for the integrated model- clinical model- and RS model respectively. Experimental results demonstrated that this study's integrated prediction model could enhance both accuracy and generalizability. The DL and radiomics-based model exhibited remarkable accuracy and reliability in predicting ALN status among breast cancer patients â€šÃ„Ã¶âˆšÃ‘âˆšâˆ‚â€šÃ Ã¶Â¬Â¢â€šÃ„Ã¶âˆšÃ‘Â¬Â¢ 75 years- thereby contributing to the enhancement of personalized treatment strategies' efficacy and improvement of patients' quality of life.
Xuefeng Fu- Yang Jiao- Yao Feng- Fengwei Lin- Bing Zhang- Qing Mao- Jiahui Wang- Wen Jiang- Yanhua Mou- Han Wang- Shaojie Wang,Scaffold Hopping of Pristimerin Provides Derivatives Containing a Privileged Quinoxaline Substructure as Potent Autophagy Inducers in Breast Cancer Cells,Digital Breast Tomosynthesis (DBT) has revolutionized more traditional breast imaging through its three-dimensional (3D) visualization capability that significantly enhances lesion discernibility- reduces tissue overlap- and improves diagnostic precision as compared to conventional two-dimensional (2D) mammography. In this study- we propose an advanced Computer-Aided Detection (CAD) system that harnesses the power of vision transformers to augment DBT's diagnostic efficiency. This scheme uses a neural network to glean attributes from the 2D slices of DBT followed by post-processing that considers features from neighboring slices to categorize the entire 3D scan. By leveraging a transfer learning technique- we trained and validated our CAD framework on a unique dataset consisting of 3-831 DBT scans and subsequently tested it on 685 scans. Of the architectures tested- the Swin Transformer outperformed the ResNet101 and vanilla Vision Transformer. It achieved an impressive AUC score of 0.934 Â¬Â¨Â¬Â®Â¬Â¨Â¬Â± 0.026 at a resolution of 384 â€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ Ã¶â€šÃ¢â€¢ 384. Increasing the image resolution from 224 to 384 not only maintained vital image attributes but also led to a marked improvement in performance (p-value = 0.0003). The Mean Teacher algorithm- a semi-supervised method using both labeled and unlabeled DBT slices- showed no significant improvement over the supervised approach. Comprehensive analyses across different lesion types- sizes- and patient ages revealed consistent performance. The integration of attention mechanisms yielded a visual narrative of the model's decision-making process that highlighted the prioritized regions during assessments. These findings should significantly propel the methodologies employed in DBT image analysis by setting a new benchmark for breast cancer diagnostic precision.
Hang Gao- Hang Li- Shuaiqiang Shao- Lintongqing Tan- Yudie Wang- Dawei Li- Wen Zhang- Tao Zhu- Guangchun Liu- Xin Meng,Self-enhanced PTX@HSA-HA loaded functionalized injectable hydrogel for effective local chemo-photothermal therapy in breast cancer,The purpose of this study was to develop a radiomic-based machine-learning model to predict triple-negative breast cancer (TNBC) based on the contralateral unaffected breast's fibroglandular tissue (FGT) in breast cancer patients. This study retrospectively included 541 patients (mean age- 51 years; range- 26-82) who underwent a screening breast MRI between November 2016 and September 2018 and who were subsequently diagnosed with biopsy-confirmed- treatment-naâ€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ Ã¶âˆšâ‰¤ve breast cancer. Patients were divided into training (n = 250) and validation (n = 291) sets. In the training set- 132 radiomic features were extracted using the open-source CERR platform. Following feature selection- the final prediction model was created- based on a support vector machine with a polynomial kernel of order 2. In the validation set- the final prediction model- which included four radiomic features- achieved an F1 score of 0.66- an area under the curve of 0.71- a sensitivity of 54% [47-60%]- a specificity of 74% [65-84%]- a positive predictive value of 84% [78-90%]- and a negative predictive value of 39% [31-47%]. TNBC can be predicted based on radiomic features extracted from the FGT of the contralateral unaffected breast of patients- suggesting the potential for risk prediction specific to TNBC.
Michele Zeverino- Consiglia Piccolo- Maud Marguet- Wendy Jeanneret-Sozzi- Jean Bourhis- Francois Bochud- Raphaâ€šÃ„Ã¶âˆšâ€ âˆšâˆ‚Â¬Â¨Â¬â€¢l Moeckli,Sensitivity of automated and manual treatment planning approaches to contouring variation in early-breast cancer treatment,"Objective: This study aims to develop an interpretable machine learning (ML) model to accurately predict the probability of achieving total pathological complete response (tpCR) in patients with locally advanced breast cancer (LABC) following neoadjuvant chemotherapy (NAC). Methods: This multi-center retrospective study included pre-NAC clinical pathology data from 698 LABC patients. Post-operative pathological outcomes divided patients into tpCR and non-tpCR groups. Data from 586 patients at Shanghai Ruijin Hospital were randomly assigned to a training set (80%) and a test set (20%). In comparison- data from our hospital's remaining 112 patients were used for external validation. Variable selection was performed using the Least Absolute Shrinkage and Selection Operator (LASSO) regression analysis. Predictive models were constructed using six ML algorithms: decision trees- K-nearest neighbors (KNN)- support vector machine- light gradient boosting machine- and extreme gradient boosting. Model efficacy was assessed through various metrics- including receiver operating characteristic (ROC) curves- precision-recall (PR) curves- confusion matrices- calibration plots- and decision curve analysis (DCA). The best-performing model was selected by comparing the performance of different algorithms. Moreover- variable relevance was ranked using the SHapley Additive exPlanations (SHAP) technique to improve the interpretability of the model and solve the ""black box"" problem. Results: A total of 191 patients (32.59%) achieved tpCR following NAC. Through LASSO regression analysis- five variables were identified as predictive factors for model construction- including tumor size- Ki-67- molecular subtype- targeted therapy- and chemotherapy regimen. The KNN model outperformed the other five classifier algorithms- achieving area under the curve (AUC) values of 0.847 (95% CI: 0.809-0.883) in the training set- 0.763 (95% CI: 0.670-0.856) in the test set- and 0.665 (95% CI: 0.555-0.776) in the external validation set. DCA demonstrated that the KNN model yielded the highest net advantage through a wide range of threshold probabilities in both the training and test sets. Furthermore- the analysis of the KNN model utilizing SHAP technology demonstrated that targeted therapy is the most crucial factor in predicting tpCR. Conclusion: An ML prediction model using clinical and pathological data collected before NAC was developed and verified. This model accurately predicted the probability of achieving a tpCR in patients with LABC after receiving NAC. SHAP technology enhanced the interpretability of the model and assisted in clinical decision-making and therapy optimization."
Mitchell Lee Taylor- Madhusudhan Alle- Raymond Wilson- Alberto Rodriguez-Nieves- Mitchell A Lutey- William F Slavney- Jacob Stewart- Hiyab Williams- Kristopher Amrhein- Hongmei Zhang- Yongmei Wang- Thang Ba Hoang- Xiaohua Huang,Single Vesicle Surface Protein Profiling and Machine Learning-Based Dual Image Analysis for Breast Cancer Detection,Recently- numerous research studies have concentrated on employing hybrid metaheuristic approaches for the analysis and diagnosis of breast cancer which motivated us to devise a computer-driven diagnostic tool that could aid in improving the precision of clinical decision-making. In the present study- an integrated metaheuristic machine learning approach-based predictive model was developed that can classify breast cancer into subgroups using clinicopathological data acquired from tertiary care hospitals or oncological institutes. Monkey king evolution (MKE) was utilized to refine the hyperparameters of the support vector machine to achieve optimal settings- and genetic algorithm (GA) was used to choose the pertinent clinical and pathological attributes involved in classification before being applied to the support vector machine (SVM) classifier for prediction. A comparison was conducted between the results of the integrated MKE-GA-SVM model and those derived from conventional feature selection and hyperparameter tuning models such as GA-SVM- grid search-SVM- and SVM-recursive feature elimination (RFE). The effectiveness of the results was evaluated by applying the 10-fold cross-validation technique to the three multicentre datasets across all models. The integrated machine learning (ML) model achieved classification accuracies of 91.4%- 86.6%- and 75.5% across three clinicopathological breast cancer datasets- outperforming the existing models. The generated model performance was also assessed with notable metrics- namely F1-score- precision-recall curve- area under the ROC curve- mean square error and logarithmic loss. Thus- the newly developed bio-inspired integrated metaheuristic model may be deployed as a surrogate diagnostic tool that allows clinicians to offer patients with better therapeutic outcomes.
Japneet Kaur- Manish Adhikari- Hayley M Sabol- Aric Anloague- Sharmin Khan- Noriyoshi Kurihara- Marta Diaz-delCastillo- Christina Mâ€šÃ„Ã¶âˆšâ€ âˆšâˆ‚â€šÃ„Ã¶âˆšâ€ âˆšÂ®ller Andreasen- Charles Lowry Barnes- Jeffrey B Stambough- Michela Palmieri- Olivia Reyes-Castro- Jennifer Zarrer- Hanna Taipaleenmâ€šÃ„Ã¶âˆšâ€ âˆšâˆ‚Â¬Â¨âˆšÃ¼ki- Elena Ambrogini- Maria Almeida- Charles A O'Brien- Intawat Nookaw- Jesus Delgado-Calle,Single-Cell Transcriptomic Analysis Identifies Senescent Osteocytes That Trigger Bone Destruction in Breast Cancer Metastasis,Accessible mammography datasets and innovative machine learning techniques are at the forefront of computer-aided breast cancer diagnosis. However- the opacity surrounding private datasets and the unclear methodology behind the selection of subset images from publicly available databases for model training and testing- coupled with the arbitrary incompleteness or inaccessibility of code- markedly intensifies the obstacles in replicating and validating the model's efficacy. These challenges- in turn- erect barriers for subsequent researchers striving to learn and advance this field. To address these limitations- we provide a pilot codebase covering the entire process from image preprocessing to model development and evaluation pipeline- utilizing the publicly available Curated Breast Imaging Subset of Digital Database for Screening Mammography (CBIS-DDSM) mass subset- including both full images and regions of interests (ROIs). We have identified that increasing the input size could improve the detection accuracy of malignant cases within each set of models. Collectively- our efforts hold promise in accelerating global software development for breast cancer diagnosis by leveraging our codebase and structure- while also integrating other advancements in the field.
